"Date","Time","Sky Condition (label)","Sky Condition","Precip Type (label)","Precip Type","Precip Rate (label)","Precip Rate","Grain Form (label)","Grain Form","Grain Size (mm)","HN24","H24W in Tube (weight of tube sample)","H Tube Sample (height of snow in tube)","H24W Can","Density p (kg/m3)","Density (%)","HST","HS","Settlement/Melt","Temp Surface","Temp 10cm","Temp 20cm","Temp Current","Temp Max","Temp Min","Wind Direction","Wind Speed (label)","Wind Speed","Observers Name","Comments","User ID","Timestamp","Last Updated","Created By","Updated By","Draft","IP","ID","Key"
"2020-03-28","05:25","Few","FEW","No precipitation","NO","","","","","","","","","","0","0.0","","105","2","-16.0","-17.0","-14.0","-6.7","2.2","-3.9","","","","Matt rebolini","","fongemie","2020-04-05 13:26:39","2020-04-05 13:26:39","fongemie","fongemie","0","74.75.170.208","4722","6lvei"
"2020-03-29","05:26","Broken","BKN","No precipitation","NO","","","","","","0","0.0","","","0","0.0","0","105","0","-6.0","-6.0","-4.0","2.2","3.3","-6.7","","Moderate","M","Matt rebolini","","fongemie","2020-04-05 13:28:19","2020-04-05 13:28:19","fongemie","fongemie","0","74.75.170.208","4723","re826"
"2020-04-06","07:00","Clear","CLR","No precipitation","NO","","","","","0","T","0.0","0.0","0","","0.0","T","113","2","-3.0","-4.0","-4.0","-2.2","5.6","1.1","","Calm","C","Taylor Radigan","","snowplotter","2020-04-06 07:07:45","2020-04-06 07:07:45","snowplotter","snowplotter","0","174.242.66.68","4724","vsnif"
"2020-04-07","07:00","Clear","CLR","No precipitation","NO","","","","","0","0","0.0","0.0","0.0","0","0.0","0","110","3","-3.0","-4.0","-4.0","-3.9","5.0","-2.7","","Calm","C","Taylor Radigan","","snowplotter","2020-04-07 07:58:02","2020-04-07 07:58:02","snowplotter","snowplotter","0","174.196.199.75","4725","578tu"
"2020-04-08","07:17","Clear","CLR","No precipitation","NO","","","","","","0","0.0","0.0","0.0","0","0.0","0","112","0","-12.0","-12.0","-12.0","-2.8","0.0","0.0","","Calm","C","Matt Rebolini","Forgot to record high and low temperatures from yesterday.","snowplotter","2020-04-08 07:20:05","2020-04-08 07:20:05","snowplotter","snowplotter","0","174.196.196.234","4726","nz62t"
"2020-04-09","07:13","Overcast","OVC","No precipitation","NO","","","","","","0","0.0","0.0","0.0","0","0.0","0","110","2","-5.0","-6.0","-5.0","0.6","3.9","-2.8","","","","Matt Rebolini","","snowplotter","2020-04-09 07:14:55","2020-04-09 07:14:55","snowplotter","snowplotter","0","174.196.206.223","4727","kc0v5"
"2020-04-10","07:29","Overcast","OVC","Snow","SN","Light snowfall","S1","Stellars and dendrites","sd","2","15","17.0","15.0","0","112","11","NC","130","0","-10.0","-10.0","-9.0","-6.1","3.9","-3.9","","Moderate","M","Matt Rebolini","Snow drifts","snowplotter","2020-04-10 07:34:28","2020-04-10 07:34:28","snowplotter","snowplotter","0","174.196.200.249","4728","6qc7n"
"2020-04-11","07:33","Overcast","OVC","No precipitation","NO","","","","","","13","9.0","13.0","0","69","7","18","135","0","-11.0","-11.0","-10.0","-7.2","","","","Calm","C","Matt Rebolini","Forgot to record daily temps. Put a permanent reminder on phone","snowplotter","2020-04-11 07:36:30","2020-04-11 07:36:30","snowplotter","snowplotter","0","174.242.64.203","4729","gc8zy"
"2020-04-12","07:17","Clear","CLR","No precipitation","NO","","","","","","0","0.0","0.0","0.0","0","0.0","0","131","4","-11.0","-11.0","-9.0","-6.1","-5.0","-7.8","","Calm","C","Matt Rebolini","","snowplotter","2020-04-12 07:19:54","2020-04-12 07:19:54","snowplotter","snowplotter","0","174.196.197.98","4730","efaj1"
"2020-04-13","07:13","Overcast","OVC","Rain","RA","Light rain","RL","","","","0","0.0","0.0","0.0","0","0.0","0","124","7","-3.0","-3.0","-4.0","5.0","2.2","-6.7","","Light","L","Matt Rebolini","No rain can","snowplotter","2020-04-13 07:16:09","2020-04-13 07:16:09","snowplotter","snowplotter","0","174.196.207.55","4731","2klra"
"2020-04-14","07:14","Clear","CLR","","","","","","","","0","0.0","0.0","0.0","0","0.0","0","100","24","-9.0","-4.0","-5.0","-3.9","8.9","2.8","","Moderate","M","Matt Rebolini","Rained yesterday.  No rain can","snowplotter","2020-04-14 07:16:30","2020-04-14 07:16:30","snowplotter","snowplotter","0","174.196.194.116","4732","c52p9"
"2020-04-15","07:00","Broken","BKN","No precipitation","NO","","","","","0","0","0.0","0.0","0.0","0","0.0","0","90","10","-10.0","-6.0","-4.0","-6.1","4.4","-3.9","","Calm","C","Taylor Radigan","","snowplotter","2020-04-15 07:38:25","2020-04-15 07:38:25","snowplotter","snowplotter","0","174.242.76.82","4733","uiarq"
"2020-04-16","07:00","Overcast","OVC","","","","","","","0","T","0.0","0.0","0.0","","0.0","T","90","0","-10.0","-6.0","-5.0","-7.8","-1.1","-6.1","","Calm","C","Taylor Radigan","","snowplotter","2020-04-16 08:24:03","2020-04-16 08:24:03","snowplotter","snowplotter","0","174.242.69.72","4734","woww"
"2020-04-17","07:00","Obscured","X","No precipitation","NO","","","","","","T","0.0","0.0","0.0","","0.0","T","90","0","-11.0","-6.0","-6.0","-8.9","-2.8","-8.9","W","Light","L","Taylor Radigan","","snowplotter","2020-04-17 07:48:48","2020-04-17 07:48:48","snowplotter","snowplotter","0","174.242.69.72","4735","igmnl"
"2020-04-18","07:00","Overcast","OVC","Snow","SN","Very light snowfall","S-1","Stellars and dendrites","sd","2","2","0.0","0.0","0.0","","0.0","NC","103","0","-7.0","-7.0","-6.0","-6.1","-3.3","-8.9","","Calm","C","Taylor Radigan","Possible error or drifting at the stake - there's about 2"" of new snow the last 3 days, not 5""","snowplotter","2020-04-18 08:41:25","2020-04-18 08:41:25","snowplotter","snowplotter","0","174.196.209.19","4736","r0hql"
"2020-04-19","07:00","Broken","BKN","No precipitation","NO","","","","","","T","","","","0","0.0","3","100","3","-8.0","-8.0","-6.0","-3.3","-1.1","-6.7","NW","Light","L","Taylor Radigan","","snowplotter","2020-04-19 07:41:46","2020-04-19 07:41:46","snowplotter","snowplotter","0","174.196.209.19","4737","yy93w"
"2020-04-20","07:00","Overcast","OVC","No precipitation","NO","","","","","","T","","","","0","0.0","T","93","7","-6.0","-6.0","-6.0","-6.1","5.6","-6.1","","Calm","C","Taylor Radigan","","snowplotter","2020-04-20 07:52:33","2020-04-20 07:52:33","snowplotter","snowplotter","0","174.196.209.19","4738","qoyk"
"2020-04-21","07:00","Broken","BKN","No precipitation","NO","","","","","","","","","","0","0.0","","90","3","-8.0","-6.0","-6.0","-1.1","1.7","-5.6","","Calm","C","Taylor Radigan","","snowplotter","2020-04-21 07:29:58","2020-04-21 07:29:58","snowplotter","snowplotter","0","174.196.209.19","4739","lavc5"
"2020-04-22","07:36","Overcast","OVC","Snow","SN","Very light snowfall","S-1","Stellars and dendrites","sd","2","9","11.0","9.0","","122","12","NC","105","0","-14.0","-15.0","-9.0","-11.1","2.8","-2.8","","Light","L","Matt Rebolini","","snowplotter","2020-04-22 07:39:37","2020-04-22 07:39:37","snowplotter","snowplotter","0","174.196.209.19","4740","w8xv8"
"2020-04-23","07:28","Clear","CLR","No precipitation","NO","","","","","","T","0.0","0.0","0.0","0","0","10","103","2","-18.0","-18.0","-12.0","-12.2","-6.7","-11.7","","Light","L","Matt Rebolini","Wind blew snow away from testing site. I believe yesterday added another 6 cm or so of snow","snowplotter","2020-04-23 07:32:12","2020-04-23 07:32:12","snowplotter","snowplotter","0","174.196.209.19","4741","jyumn"
"2020-04-24","07:19","Overcast","OVC","No precipitation","NO","","","","","","0","0.0","0.0","0.0","0","0.0","0","102","1","-9.0","-8.0","-7.0","-2.2","-1.7","-12.8","","Calm","C","Matt Rebolini","","snowplotter","2020-04-24 07:20:55","2020-04-24 07:20:55","snowplotter","snowplotter","0","174.196.209.19","4742","g2dm0"
"2020-04-25","07:17","Scattered","SCT","No precipitation","NO","","","","","","0","0.0","0.0","0.0","0","0.0","0","98","4","-6.0","-6.0","-6.0","-0.6","4.4","-5.0","","Calm","C","Matt Rebolini","","snowplotter","2020-04-25 07:19:30","2020-04-25 07:19:30","snowplotter","snowplotter","0","174.196.209.19","4743","u18v2"
"2020-04-26","07:16","Broken","BKN","No precipitation","NO","","","","","","0","0.0","0.0","0.0","0","0.0","0","94","4","-5.0","-5.0","-4.0","2.8","7.2","-0.6","","Calm","C","Matt Rebolini","","snowplotter","2020-04-26 07:19:14","2020-04-26 07:19:14","snowplotter","snowplotter","0","174.196.209.19","4744","ez34e"
"2020-04-27","07:26","Overcast","OVC","Snow","SN","Moderate snowfall","S2","Stellars and dendrites","sd","2","28","61.0","28.0","0.0","217","22","NC","130","0","-8.0","-8.0","-8.0","-2.8","6.1","0.0","","Strong","S","Matt Rebolini","Huge snow drifts leave areas bare and other areas with large deposits. Large amounts of snow deposits  at the testing site.","snowplotter","2020-04-27 07:32:22","2020-04-27 07:32:22","snowplotter","snowplotter","0","174.196.209.19","4745","dl8fw"
"2020-04-28","07:27","Overcast","OVC","No precipitation","NO","","","","","","21","32.0","21.0","0.0","152","15","54","146","0","-9.0","-9.0","-10.0","-5.6","-2.8","-3.9","","Calm","C","Matt Rebolini","","snowplotter","2020-04-28 07:30:18","2020-04-28 07:30:18","snowplotter","snowplotter","0","174.196.209.19","4746","w76pw"
"2020-04-29","07:00","Few","FEW","No precipitation","NO","","","","","","T","0.0","","","","0.0","T","140","6","-8.0","-9.0","-7.0","-1.7","-1.1","-5.6","","Calm","C","Taylor Radigan","","snowplotter","2020-04-29 07:50:34","2020-04-29 07:50:34","snowplotter","snowplotter","0","174.196.209.19","4747","t6rqa"
"2020-04-30","07:00","Overcast","OVC","No precipitation","NO","","","","","","","","","","","0.0","","123","17","-4.0","-4.0","-4.0","6.1","6.7","-1.7","SE","Moderate","M","Taylor Radigan","","snowplotter","2020-04-30 07:56:49","2020-04-30 07:56:49","snowplotter","snowplotter","0","174.196.209.19","4748","s24ho"
"2020-05-01","07:00","Overcast","OVC","Rain","RA","Moderate Rain","RM","","","","","","","","","0.0","","105","18","-4.0","-4.0","-4.0","6.1","6.7","3.3","S","Strong","S","Taylor Radigan","~0.25"" rain","snowplotter","2020-05-01 07:54:13","2020-05-01 07:54:13","snowplotter","snowplotter","0","174.196.209.19","4749","tzxeq"
"2020-05-03","07:00","Overcast","OVC","No precipitation","NO","","","","","0","0","0.0","0.0","0.0","0","0.0","0","93","7","-4.0","-4.0","-4.0","5.0","8.3","-0.6","W","Light","L","Taylor Radigan","","snowplotter","2020-05-03 07:35:51","2020-05-03 07:35:51","snowplotter","snowplotter","0","174.196.194.86","4750","bthez"
"2020-05-04","07:00","Obscured","X","No precipitation","NO","","","","","0","0","0.0","0.0","0.0","0","0.0","0","88","5","-4.0","-4.0","-4.0","2.8","13.9","2.8","NW","Light","L","Taylor Radigan","","snowplotter","2020-05-04 07:34:26","2020-05-04 07:34:26","snowplotter","snowplotter","0","174.242.67.90","4751","of9n5"
"2020-05-05","07:00","Overcast","OVC","No precipitation","NO","","","","","0","1","0.0","0.0","0.0","0","0.0","1","90","0","-6.0","-4.0","-4.0","-3.3","2.8","-3.3","","Calm","C","Taylor Radigan","","snowplotter","2020-05-05 07:08:17","2020-05-05 07:08:17","snowplotter","snowplotter","0","174.196.195.193","4752","nx44z"
"2020-05-06","07:17","Few","FEW","No precipitation","NO","","","","","","T","0.0","0.0","0.0","0","0.0","T","86","4","-7.0","-7.0","-6.0","-1.7","-0.6","-3.3","","Calm","C","Matt Rebolini","","snowplotter","2020-05-06 07:19:36","2020-05-06 07:19:36","snowplotter","snowplotter","0","174.196.203.40","4753","9jc5v"
"2020-05-07","07:15","Few","FEW","No precipitation","NO","","","","","","0","0.0","0.0","0.0","0","0.0","0","84","2","-8.0","-7.0","-6.0","-0.6","4.4","-2.8","","Calm","C","Matt Rebolini","","snowplotter","2020-05-07 07:16:58","2020-05-07 07:16:58","snowplotter","snowplotter","0","174.242.74.249","4754","kvm7l"
"2020-05-08","07:16","Overcast","OVC","No precipitation","NO","","","","","","6","7.0","6.0","0.0","117","12","6","86","0","-8.0","-7.0","-5.0","-4.4","6.1","-1.7","","Calm","C","Matt Rebolini","","snowplotter","2020-05-08 07:18:07","2020-05-08 07:18:07","snowplotter","snowplotter","0","174.242.75.210","4755","pj57z"
"2020-05-09","07:20","Overcast","OVC","Snow","SN","Light snowfall","S1","Stellars and dendrites","sd","2","20","24.0","20.0","0.0","120","12.0","NC","113","0","-10.0","-10.0","-11.0","-5.6","1.1","-4.4","","Calm","C","Matt Rebolini","","snowplotter","2020-05-09 07:23:49","2020-05-09 07:23:49","snowplotter","snowplotter","0","174.196.194.199","4756","bb2w8"
"2020-05-10","07:15","Overcast","OVC","No precipitation","NO","","","","","","T","0.0","0.0","0.0","0","0.0","23","117","0","-11.0","-11.0","-11.0","-7.8","-3.3","-7.8","","Calm","C","Matt Rebolini","","snowplotter","2020-05-10 07:17:21","2020-05-10 07:17:21","snowplotter","snowplotter","0","174.196.205.238","4757","psxkz"
"2020-05-11","07:20","Broken","BKN","No precipitation","NO","","","","","","0","0.0","0.0","0.0","0","0","0","114","3","-6.0","-6.0","-6.0","-1.1","-2.2","-8.3","","Calm","C","Matt Rebolini","","snowplotter","2020-05-11 07:22:37","2020-05-11 07:22:37","snowplotter","snowplotter","0","174.196.193.11","4758","i4ht6"
"2020-05-12","07:21","Clear","CLR","No precipitation","NO","","","","","","15","9.0","15.0","0.0","167","7","15","113","1","-8.0","-6.0","-4.0","-3.9","6.1","-3.3","","Calm","C","Matt Rebolini","Large amount of snow melt yesterday with fresh snow last night skewing the settlement number.","snowplotter","2020-05-12 07:24:19","2020-05-12 07:24:19","snowplotter","snowplotter","0","174.196.204.60","4759","jwfw1"
"2020-05-13","07:00","Few","FEW","No precipitation","NO","","","","","","","","","","0","0.0","","110","3","-6.0","-6.0","-4.0","-6.7","-1.1","-7.2","NW","Light","L","Taylor Radigan","","snowplotter","2020-05-13 07:07:55","2020-05-13 07:07:55","snowplotter","snowplotter","0","174.242.75.53","4760","w1cxo"
"2020-05-14","07:00","Few","FEW","No precipitation","NO","","","","","","","","","","","0.0","","106","4","-12.0","-8.0","-6.0","-0.6","2.2","-6.7","","Calm","C","Taylor Radigan","","snowplotter","2020-05-14 07:51:02","2020-05-14 07:51:02","snowplotter","snowplotter","0","174.196.196.39","4761","8uqco"
"2020-05-15","07:00","Overcast","OVC","Rain","RA","Very light rain","RV","","","","","","","","0","0.0","","99","7","-4.0","-4.0","-4.0","5.6","9.4","-0.6","","Calm","C","Taylor Radigan","Trace rain","snowplotter","2020-05-15 07:18:42","2020-05-15 07:18:42","snowplotter","snowplotter","0","174.242.65.212","4762","72z9p"
"2020-05-16","07:00","Obscured","X","No precipitation","NO","","","","","","","","","","0","0.0","","88","11","-5.0","-6.0","-6.0","3.3","8.8","3.3","W","Moderate","M","Taylor Radigan","~0.75"" rain","snowplotter","2020-05-16 07:37:31","2020-05-16 07:37:31","snowplotter","snowplotter","0","174.242.79.37","4763","6b800"
"2020-05-17","07:00","Few","FEW","No precipitation","NO","","","","","","","","","","0","0.0","","85","3","-6.0","-5.0","-4.0","3.3","8.8","2.2","","Calm","C","Taylor Radigan","","snowplotter","2020-05-17 07:24:53","2020-05-17 07:24:53","snowplotter","snowplotter","0","174.242.72.27","4764","2dhj4"
"2020-05-18","07:00","Scattered","SCT","","","","","","","","","","","","0","0.0","","80","5","-4.0","-5.0","-4.0","5.6","10.6","3.3","","Calm","C","Taylor Radigan","","snowplotter","2020-05-18 07:49:54","2020-05-18 07:49:54","snowplotter","snowplotter","0","174.242.74.156","4765","lscf0"
"2020-05-19","07:10","","","","","","","","","","","","","","0","0.0","","","","","","","","","","NE","Moderate","M","Taylor Radigan","","snowplotter","2020-05-19 07:11:09","2020-05-19 07:11:09","snowplotter","snowplotter","0","174.196.210.125","4766","j7qpp"
"2020-12-16","06:47","Broken","BKN","No precipitation","NO","","","","","0","T","0.0","0.0","T","0","0.0","T","33","0","-20.0","-18.0","-15.0","-17.8","-13.3","-20.0","","Calm","C","Jim","","snowplotter","2020-12-16 06:51:26","2020-12-16 06:51:26","snowplotter","snowplotter","0","174.196.201.3","4767","bmmp5"
"2020-12-17","06:00","Overcast","OVC","No precipitation","NO","Very light snowfall","S-1","","","","0","0.0","0.0","T","0.0","0.0","0","33","0","-15.1","-12.0","-12.0","-9.4","-1.1","-12.2","","Moderate","M","Abby","High winds throughout the night prevented accumulation on all surfaces but H24W can contained trace snow.","snowplotter","2020-12-17 06:57:06","2020-12-17 06:57:06","snowplotter","snowplotter","0","174.196.205.112","4768","q25mz"
"2020-12-18","06:57","Clear","CLR","","","","","","","","T","","","8.6","99","0.0","9","43","0","-22.0","-20.0","-14.0","-12.0","-12.0","-15.0","","Calm","C","Abby","High winds again cleared the HN24 board but snow was measurable on HST board. Measured 8.6mm of melted snow collected from the can. Since H24 board was clear, tube measurements were not possible.","snowplotter","2020-12-18 06:47:59","2020-12-18 09:04:06","snowplotter","fcarus","0","174.242.69.155","4769","7wc6d"
"2020-12-19","06:48","Clear","CLR","","","","","","","","","","","","","0.0","","43","","-18.0","-18.0","-13.0","-9.0","-10.0","-15.0","","Calm","C","Abby","","snowplotter","2020-12-19 06:24:29","2020-12-19 06:24:29","snowplotter","snowplotter","0","174.196.196.81","4770","cegue"
"2020-12-20","06:48","Few","FEW","No precipitation","NO","","","","","","0","","","","","0.0","","43","","-12.0","-12.0","-10.0","-5.0","-5.0","-15.0","","Calm","C","Abby","","snowplotter","2020-12-20 06:35:45","2020-12-20 06:35:45","snowplotter","snowplotter","0","174.242.65.61","4771","v2lov"
"2020-12-15","06:48","Broken","BKN","","","","","","","","T","0.0","0.0","T","","0.0","T","43","0","-10.0","-10.0","-8.0","-3.9","0.0","-5.0","","Calm","C","Abby","","snowplotter","2020-12-21 06:35:13","2020-12-21 06:35:13","snowplotter","snowplotter","0","174.242.78.133","4772","j1ep9"
"2020-05-20","07:29","Clear","CLR","No precipitation","NO","","","","","","0","0.0","0.0","0.0","0","0.0","0","70","10","-4.0","-5.0","-5.0","5.6","10.6","2.8","","Calm","C","Matt Rebolini","","snowplotter","2020-05-20 07:30:28","2020-05-20 07:30:28","snowplotter","snowplotter","0","174.242.68.52","4773","doe7z"
"2020-05-21","07:14","Clear","CLR","No precipitation","NO","","","","","","0","0.0","0.0","0.0","0","0.0","0","65","5","-4.0","-5.0","-5.0","8.3","14.4","2.8","","Calm","C","Matt Rebolini","","snowplotter","2020-05-21 07:15:59","2020-05-21 07:15:59","snowplotter","snowplotter","0","174.196.200.92","4774","kk58c"
"2020-05-25","07:30","Clear","CLR","No precipitation","NO","","","","","","0","0.0","0.0","0.0","0","0.0","0","24","12","-4.0","-4.0","-4.0","11.0","0.0","0.0","","Calm","C","Matthew Rebolini","Forgot to record high/low temps","snowplotter","2020-05-25 18:19:01","2020-05-25 18:19:01","snowplotter","snowplotter","0","174.254.70.106","4775","dinkv"
"2020-05-24","07:20","Clear","CLR","No precipitation","NO","","","","","","0","0.0","0.0","0.0","0","0.0","0","36","6","-5.0","-5.0","-5.0","8.9","16.7","8.9","","Calm","C","Matthew Rebolini","","snowplotter","2020-05-25 18:21:05","2020-05-25 18:21:05","snowplotter","snowplotter","0","174.254.70.106","4776","759g5"
"2020-05-23","07:21","Clear","CLR","No precipitation","NO","","","","","","0","0.0","0.0","0.0","0","0.0","0","42","14","-5.0","-5.0","-5.0","11.7","18.3","8.3","","Calm","C","Matthew Rebolini","","snowplotter","2020-05-25 18:22:46","2020-05-25 18:22:46","snowplotter","snowplotter","0","174.254.70.106","4777","65mg5"
"2020-05-22","07:22","Clear","CLR","No precipitation","NO","","","","","","0","0.0","0.0","0.0","0","0.0","0","56","9","-4.0","-5.0","-5.0","10.0","0.0","0.0","","Calm","C","Matthew Rebolini","Forgot to record temps","snowplotter","2020-05-25 18:24:39","2020-05-25 18:24:39","snowplotter","snowplotter","0","174.254.70.106","4778","z9lnh"
"2020-05-26","07:17","Overcast","OVC","No precipitation","NO","","","","","","0","0.0","0.0","0.0","0","0.0","0","8","16","-3.0","-5.0","-5.0","13.3","17.8","7.8","","Calm","C","Matthew Rebolini","Measured snow temperatures of a snow drift within the test site.","snowplotter","2020-05-26 07:19:14","2020-05-26 07:19:14","snowplotter","snowplotter","0","174.255.67.214","4779","gvygf"
"2020-05-27","07:00","Clear","CLR","","","","","","","","","","","","0","0.0","","0","8","","","","16.1","21.1","11.7","","Calm","C","Taylor Radigan","Snow plot has melted","snowplotter","2020-05-27 07:32:46","2020-05-27 07:32:46","snowplotter","snowplotter","0","174.242.70.211","4780","1gwzu"
"2020-05-28","07:00","Broken","BKN","","","","","","","","","","","","","0.0","","","","","","","15.0","21.7","14.4","","Calm","C","Taylor Radigan","Trace rain","snowplotter","2020-05-28 07:05:57","2020-05-28 07:05:57","snowplotter","snowplotter","0","174.196.193.3","4781","qu1ya"
"2020-05-29","07:00","Overcast","OVC","","","","","","","","","","","","","0.0","","","","","","","15.6","22.2","14.4","","Calm","C","Taylor Radigan","","snowplotter","2020-05-29 07:50:10","2020-05-29 07:50:10","snowplotter","snowplotter","0","174.242.73.146","4782","rrd6m"
"2020-05-30","07:00","Obscured","X","","","","","","","","","","","","","0.0","","","","","","","11.1","21.1","11.1","NE","Moderate","M","Taylor Radigan","","snowplotter","2020-05-30 08:17:33","2020-05-30 08:17:33","snowplotter","snowplotter","0","174.242.64.19","4783","dtjzs"
"2020-05-31","07:00","Obscured","X","Mixed rain and snow","RS","Very light snowfall","S-1","Ice pellets","ip","1","","","","","0","0.0","","","","","","","1.7","11.1","1.7","","Calm","C","Taylor Radigan","","snowplotter","2020-05-31 07:29:56","2020-05-31 07:29:56","snowplotter","snowplotter","0","174.242.67.19","4784","of8sz"
"2020-12-14","06:23","Overcast","OVC","No precipitation","NO","","","","","0","0","0.0","0.0","0.0","0","0.0","0","33","0","-7.0","-10.0","-8.0","-5.0","3.9","-5.6","","Calm","C","Jim","","snowplotter","2020-12-14 06:35:12","2020-12-14 06:35:12","snowplotter","snowplotter","0","174.242.66.51","4785","3wx8d"
"2020-12-15","06:15","Overcast","OVC","Snow","SN","Very light snowfall","S-1","Stellars and dendrites","sd","0.5","T","0.0","0.0","0.0","0","0.0","NC","33","0","-12.0","-11.0","-7.0","-13.3","-3.3","-13.3","","Light","L","Jim","","snowplotter","2020-12-15 06:17:53","2020-12-15 06:17:53","snowplotter","snowplotter","0","174.242.64.231","4786","jnj67"
"2020-12-22","06:48","Overcast","OVC","Snow","SN","Very light snowfall","S-1","Stellars and dendrites","sd","","2","1.0","2.0","1.3","50","","NC","43","2","-10.0","-10.0","-8.0","-5.6","-3.0","-7.0","","Calm","C","Abby","","snowplotter","2020-12-22 06:51:57","2020-12-22 06:51:57","snowplotter","snowplotter","0","174.196.207.142","4787","qn2xg"
"2020-12-23","06:45","Overcast","OVC","Snow","SN","Light snowfall","S1","Stellars and dendrites","sd","4","T","","","3.8","0.00","0.0","NC","48","","-20.0","-13.0","-10.0","-13.3","-8.0","-15.0","","Light","L","Abby","","snowplotter","2020-12-23 11:47:41","2020-12-23 13:01:02","snowplotter","fongemie","0","174.242.75.86","4793","6p7b8"
"2020-12-24","06:26","Scattered","SCT","No precipitation","NO","","","","","0","T","0.0","0.0","T","0.00","0.0","T","46","2","-2.0","-3.0","-4.0","0.0","1.1","-13.8","","Moderate","M","Jim","Strong winds.  The Storm board was blown clear.","snowplotter","2020-12-24 11:30:45","2020-12-24 11:30:45","snowplotter","snowplotter","0","174.196.204.60","4798","pf2h1"
"2020-12-25","06:25","Overcast","OVC","Rain","RA","Moderate Rain","RM","","","0","0","0.0","0.0","20.3","0.00","0.0","0","18","28","3.0","2.0","0.0","8.3","8.3","0.0","","Strong","S","Jim","Merry Christmas.  Coning around the history pole.","snowplotter","2020-12-25 11:30:02","2020-12-25 11:30:02","snowplotter","snowplotter","0","174.196.199.129","4801","qtznt"
"2020-12-26","06:33","Broken","BKN","No precipitation","NO","","","","","0","T","0.0","0.0","45.5","0.00","0.0","NC","0","18","","","","-4.4","9.4","-4.4","","Calm","C","Jim","No snow for surface temps.  Sorry this is a little late, I had a 2 inch block of ice to melt in the can.  All rain event yesterday, other than a very light dusting of snow overnight.","snowplotter","2020-12-26 11:37:51","2020-12-26 11:37:51","snowplotter","snowplotter","0","174.242.70.0","4804","hsn3c"
